timestamp,method,manual,pass,input_tokens,output_tokens,total_tokens,model
2026-04-29T10:45:48,modular_rag,MAMODBUS-SU-EU-EN ....pdf,comm,4915,51,4966,gpt-5.1-2025-11-13
2026-04-29T10:45:51,modular_rag,MAMODBUS-SU-EU-EN ....pdf,transaction,12406,214,12620,gpt-5.1-2025-11-13
2026-04-29T10:46:00,modular_rag,man--thermoMETER-ct-ctlaser-modbus-rtu-commands--en.pdf,comm,4686,52,4738,gpt-5.1-2025-11-13
2026-04-29T10:46:04,modular_rag,man--thermoMETER-ct-ctlaser-modbus-rtu-commands--en.pdf,transaction,9151,214,9365,gpt-5.1-2025-11-13
2026-04-29T10:46:13,modular_rag,manual-rht-climate-wm-dm-transmitter-v14x-b-en.pdf,comm,6151,53,6204,gpt-5.1-2025-11-13
2026-04-29T10:46:16,modular_rag,manual-rht-climate-wm-dm-transmitter-v14x-b-en.pdf,transaction,11127,212,11339,gpt-5.1-2025-11-13
2026-04-29T10:46:25,modular_rag,MAN_24_4956731.pdf,comm,4056,51,4107,gpt-5.1-2025-11-13
2026-04-29T10:46:28,modular_rag,MAN_24_4956731.pdf,transaction,8958,211,9169,gpt-5.1-2025-11-13
2026-04-29T10:46:37,modular_rag,mg10p222.pdf,comm,6362,51,6413,gpt-5.1-2025-11-13
2026-04-29T10:46:41,modular_rag,mg10p222.pdf,transaction,11694,213,11907,gpt-5.1-2025-11-13
2026-04-29T10:46:49,modular_rag,mi00485-5-en ...pdf,comm,4444,51,4495,gpt-5.1-2025-11-13
2026-04-29T10:46:53,modular_rag,mi00485-5-en ...pdf,transaction,10468,211,10679,gpt-5.1-2025-11-13
2026-04-29T10:48:03,modular_rag,MN040018_EN.pdf,comm,6740,52,6792,gpt-5.1-2025-11-13
2026-04-29T10:48:06,modular_rag,MN040018_EN.pdf,transaction,13084,208,13292,gpt-5.1-2025-11-13
2026-04-29T10:48:15,modular_rag,Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf     .pdf,comm,7656,54,7710,gpt-5.1-2025-11-13
2026-04-29T10:48:18,modular_rag,Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf     .pdf,transaction,10702,212,10914,gpt-5.1-2025-11-13
2026-04-29T10:48:27,modular_rag,Modbus-RTU-Manual.2022.pdf,comm,5028,51,5079,gpt-5.1-2025-11-13
2026-04-29T10:48:30,modular_rag,Modbus-RTU-Manual.2022.pdf,transaction,11286,207,11493,gpt-5.1-2025-11-13
2026-04-29T10:48:39,modular_rag,ModbusManual_920-0072E ....pdf,comm,5227,54,5281,gpt-5.1-2025-11-13
2026-04-29T10:48:42,modular_rag,ModbusManual_920-0072E ....pdf,transaction,8925,210,9135,gpt-5.1-2025-11-13
2026-04-29T10:48:51,modular_rag,modbusprotokollkostalsmartenergymeter ....pdf,comm,4975,54,5029,gpt-5.1-2025-11-13
2026-04-29T10:48:54,modular_rag,modbusprotokollkostalsmartenergymeter ....pdf,transaction,11629,212,11841,gpt-5.1-2025-11-13
2026-04-29T10:49:03,modular_rag,Modbus_RTU_register_map_for_TRIO-20.0(27.6)-TL-OUTD_Revision_1.6 .....pdf,comm,4248,51,4299,gpt-5.1-2025-11-13
2026-04-29T10:49:09,modular_rag,Modbus_RTU_register_map_for_TRIO-20.0(27.6)-TL-OUTD_Revision_1.6 .....pdf,transaction,13092,224,13316,gpt-5.1-2025-11-13
2026-04-29T10:49:19,modular_rag,PM5100.pdf,comm,4117,52,4169,gpt-5.1-2025-11-13
2026-04-29T10:49:23,modular_rag,PM5100.pdf,transaction,9549,216,9765,gpt-5.1-2025-11-13
2026-04-29T10:49:32,modular_rag,PM5300 User Manual.pdf,comm,4695,52,4747,gpt-5.1-2025-11-13
2026-04-29T10:49:35,modular_rag,PM5300 User Manual.pdf,transaction,10555,211,10766,gpt-5.1-2025-11-13
2026-04-29T10:49:44,modular_rag,pmt-hps-51-52-25-66rt ....pdf,comm,5824,51,5875,gpt-5.1-2025-11-13
2026-04-29T10:49:47,modular_rag,pmt-hps-51-52-25-66rt ....pdf,transaction,13317,209,13526,gpt-5.1-2025-11-13
2026-04-29T10:49:56,modular_rag,rtvs1-35l22-modbus-registerlista ....pdf,comm,4940,52,4992,gpt-5.1-2025-11-13
2026-04-29T10:49:59,modular_rag,rtvs1-35l22-modbus-registerlista ....pdf,transaction,8432,209,8641,gpt-5.1-2025-11-13
2026-04-29T10:50:08,modular_rag,S111_Modbus-register-table_EN_V2025-2.pdf ...pdf,comm,4620,51,4671,gpt-5.1-2025-11-13
2026-04-29T10:50:11,modular_rag,S111_Modbus-register-table_EN_V2025-2.pdf ...pdf,transaction,10884,207,11091,gpt-5.1-2025-11-13
2026-04-29T10:50:22,modular_rag,s5gbm_modbus-installation-kep-x.pdf,comm,5509,53,5562,gpt-5.1-2025-11-13
2026-04-29T10:50:25,modular_rag,s5gbm_modbus-installation-kep-x.pdf,transaction,11656,209,11865,gpt-5.1-2025-11-13
2026-04-29T10:50:35,modular_rag,S6+Standard+MODBUS-RTU+Communication+Module++User+Manual ....pdf,comm,5334,52,5386,gpt-5.1-2025-11-13
2026-04-29T10:50:38,modular_rag,S6+Standard+MODBUS-RTU+Communication+Module++User+Manual ....pdf,transaction,10410,207,10617,gpt-5.1-2025-11-13
2026-04-29T10:50:48,modular_rag,Schneider-Electric_Acti9-iEM3000-Energy-Meters_A9MEM3355-User-Manual.pdf,comm,5476,52,5528,gpt-5.1-2025-11-13
2026-04-29T10:50:51,modular_rag,Schneider-Electric_Acti9-iEM3000-Energy-Meters_A9MEM3355-User-Manual.pdf,transaction,12366,215,12581,gpt-5.1-2025-11-13
2026-04-29T10:51:00,modular_rag,SDM120-MODBUS_Protocol.pdf,comm,4617,53,4670,gpt-5.1-2025-11-13
2026-04-29T10:51:05,modular_rag,SDM120-MODBUS_Protocol.pdf,transaction,10890,208,11098,gpt-5.1-2025-11-13
2026-04-29T10:51:14,modular_rag,sdm230-modbus.pdf,comm,6498,51,6549,gpt-5.1-2025-11-13
2026-04-29T10:51:18,modular_rag,sdm230-modbus.pdf,transaction,10825,210,11035,gpt-5.1-2025-11-13
2026-04-29T10:51:27,modular_rag,SDM630_MODBUS_Protocol.pdf,comm,5404,51,5455,gpt-5.1-2025-11-13
2026-04-29T10:51:30,modular_rag,SDM630_MODBUS_Protocol.pdf,transaction,11092,213,11305,gpt-5.1-2025-11-13
2026-04-29T10:51:39,modular_rag,silverc-modbus-other-en.pdf,comm,6081,53,6134,gpt-5.1-2025-11-13
2026-04-29T10:51:42,modular_rag,silverc-modbus-other-en.pdf,transaction,13359,209,13568,gpt-5.1-2025-11-13
2026-04-29T10:51:52,modular_rag,Sonic-Driver-MODBUS-WALL-UFM-RTU-Protocol-010724 ....pdf,comm,4615,51,4666,gpt-5.1-2025-11-13
2026-04-29T10:51:56,modular_rag,Sonic-Driver-MODBUS-WALL-UFM-RTU-Protocol-010724 ....pdf,transaction,9574,214,9788,gpt-5.1-2025-11-13
2026-04-29T12:38:04,naive_rag,1815243_C5 ....pdf,main,14167,254,14421,gpt-5.1-2025-11-13
2026-04-29T12:38:15,naive_rag,1SFC132089M0201_PSTX_Internal_Modbus_RTU.pdf,main,13089,253,13342,gpt-5.1-2025-11-13
2026-04-29T12:38:24,naive_rag,20231204_Userguide_ModbusRTU_EN.pdf ...pdf,main,13930,255,14185,gpt-5.1-2025-11-13
2026-04-29T12:38:35,naive_rag,3S_RH_AT_PS_User_Manual ...pdf,main,13630,260,13890,gpt-5.1-2025-11-13
2026-04-29T12:38:44,naive_rag,4104_mcm_100.pdf ...pdf,main,14369,252,14621,gpt-5.1-2025-11-13
2026-04-29T12:38:55,naive_rag,7500f_man_3.pdf,main,13246,251,13497,gpt-5.1-2025-11-13
2026-04-29T12:39:04,naive_rag,9202_mcm_100.pdf,main,14335,251,14586,gpt-5.1-2025-11-13
2026-04-29T12:39:15,naive_rag,9203_mcm_101.pdf,main,14533,250,14783,gpt-5.1-2025-11-13
2026-04-29T12:39:26,naive_rag,ABB_Terra_AC_Charger_ModbusCommunication_v1.7.pdf,main,12549,254,12803,gpt-5.1-2025-11-13
2026-04-29T12:39:37,naive_rag,APM-MAX-Modbus-Communications.pdf,main,11184,256,11440,gpt-5.1-2025-11-13
2026-04-29T12:39:47,naive_rag,Application_Note_Optidrive_E3_Modbus_register_map.pdf,main,14619,254,14873,gpt-5.1-2025-11-13
2026-04-29T12:39:57,naive_rag,a_emcion_homecontroller_modbus_lookup_table_en ....pdf,main,14391,257,14648,gpt-5.1-2025-11-13
2026-04-29T12:40:08,naive_rag,a_si370010--_en.pdf     .pdf,main,13828,257,14085,gpt-5.1-2025-11-13
2026-04-29T12:40:18,naive_rag,CMS Manual_web ...pdf,main,13602,254,13856,gpt-5.1-2025-11-13
2026-04-29T12:40:30,naive_rag,Communication-Protocol-Modbus-EMS-96-IM166-U-v0.4-eng.pdf,main,17685,257,17942,gpt-5.1-2025-11-13
2026-04-29T12:40:41,naive_rag,EM330_EM340_ET330_ET340_CP.pdf,main,14114,252,14366,gpt-5.1-2025-11-13
2026-04-29T12:40:51,naive_rag,EN_FANOXTD_MANU_SIA_MODBUS_SIAB-STANDARD-CT_R008.pdf,main,13463,257,13720,gpt-5.1-2025-11-13
2026-04-29T12:41:01,naive_rag,ifu-9033781en-us-en-us ....pdf,main,13035,257,13292,gpt-5.1-2025-11-13
2026-04-29T12:41:12,naive_rag,IG_EF-N1000-T ...pdf,main,13715,254,13969,gpt-5.1-2025-11-13
2026-04-29T12:41:22,naive_rag,IM_C250-MOD_3 ....pdf,main,12726,257,12983,gpt-5.1-2025-11-13
2026-04-29T12:41:32,naive_rag,Instruction_Manual_VA_5xx_Modbus_RTU_Slave_Installation.pdf,main,14194,259,14453,gpt-5.1-2025-11-13
2026-04-29T12:41:43,naive_rag,IRMAX-Modbus-Manual-GLC-028X-Public-Issue-6.pdf,main,12927,251,13178,gpt-5.1-2025-11-13
2026-04-29T12:41:54,naive_rag,janitza-mal-umg96rme-en.pdf,main,14105,260,14365,gpt-5.1-2025-11-13
2026-04-29T12:42:04,naive_rag,LV_Podrecznik_PAC2200_EN_2017.pdf,main,14053,256,14309,gpt-5.1-2025-11-13
2026-04-29T12:42:14,naive_rag,magx1-modbus-manual-eng ....pdf,main,13560,252,13812,gpt-5.1-2025-11-13
2026-04-29T12:42:24,naive_rag,magx2-modbus-manual-eng.pdf,main,13795,251,14046,gpt-5.1-2025-11-13
2026-04-29T12:42:34,naive_rag,MAMODBUS-SU-EU-EN ....pdf,main,13610,257,13867,gpt-5.1-2025-11-13
2026-04-29T12:42:44,naive_rag,man--thermoMETER-ct-ctlaser-modbus-rtu-commands--en.pdf,main,13893,257,14150,gpt-5.1-2025-11-13
2026-04-29T12:42:56,naive_rag,manual-rht-climate-wm-dm-transmitter-v14x-b-en.pdf,main,14176,259,14435,gpt-5.1-2025-11-13
2026-04-29T12:43:07,naive_rag,MAN_24_4956731.pdf,main,13938,254,14192,gpt-5.1-2025-11-13
2026-04-29T12:43:17,naive_rag,mg10p222.pdf,main,13183,256,13439,gpt-5.1-2025-11-13
2026-04-29T12:43:28,naive_rag,mi00485-5-en ...pdf,main,12333,254,12587,gpt-5.1-2025-11-13
2026-04-29T12:43:39,naive_rag,MN040018_EN.pdf,main,14554,251,14805,gpt-5.1-2025-11-13
2026-04-29T12:43:49,naive_rag,Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf     .pdf,main,14782,258,15040,gpt-5.1-2025-11-13
2026-04-29T12:44:00,naive_rag,Modbus-RTU-Manual.2022.pdf,main,14933,250,15183,gpt-5.1-2025-11-13
2026-04-29T12:44:10,naive_rag,ModbusManual_920-0072E ....pdf,main,13675,256,13931,gpt-5.1-2025-11-13
2026-04-29T12:44:21,naive_rag,modbusprotokollkostalsmartenergymeter ....pdf,main,13623,258,13881,gpt-5.1-2025-11-13
2026-04-29T12:44:32,naive_rag,Modbus_RTU_register_map_for_TRIO-20.0(27.6)-TL-OUTD_Revision_1.6 .....pdf,main,14080,267,14347,gpt-5.1-2025-11-13
2026-04-29T12:44:44,naive_rag,PM5100.pdf,main,12113,261,12374,gpt-5.1-2025-11-13
2026-04-29T12:44:55,naive_rag,PM5300 User Manual.pdf,main,12359,254,12613,gpt-5.1-2025-11-13
2026-04-29T12:45:05,naive_rag,pmt-hps-51-52-25-66rt ....pdf,main,13409,253,13662,gpt-5.1-2025-11-13
2026-04-29T12:45:16,naive_rag,rtvs1-35l22-modbus-registerlista ....pdf,main,14186,254,14440,gpt-5.1-2025-11-13
2026-04-29T12:45:26,naive_rag,S111_Modbus-register-table_EN_V2025-2.pdf ...pdf,main,13195,252,13447,gpt-5.1-2025-11-13
2026-04-29T12:45:37,naive_rag,s5gbm_modbus-installation-kep-x.pdf,main,14467,252,14719,gpt-5.1-2025-11-13
2026-04-29T12:45:48,naive_rag,S6+Standard+MODBUS-RTU+Communication+Module++User+Manual ....pdf,main,13852,253,14105,gpt-5.1-2025-11-13
2026-04-29T12:46:01,naive_rag,Schneider-Electric_Acti9-iEM3000-Energy-Meters_A9MEM3355-User-Manual.pdf,main,14976,259,15235,gpt-5.1-2025-11-13
2026-04-29T12:46:12,naive_rag,SDM120-MODBUS_Protocol.pdf,main,13191,253,13444,gpt-5.1-2025-11-13
2026-04-29T12:46:22,naive_rag,sdm230-modbus.pdf,main,12626,255,12881,gpt-5.1-2025-11-13
2026-04-29T12:46:33,naive_rag,SDM630_MODBUS_Protocol.pdf,main,12937,257,13194,gpt-5.1-2025-11-13
2026-04-29T12:46:42,naive_rag,silverc-modbus-other-en.pdf,main,16007,254,16261,gpt-5.1-2025-11-13
2026-04-29T12:46:52,naive_rag,Sonic-Driver-MODBUS-WALL-UFM-RTU-Protocol-010724 ....pdf,main,13789,260,14049,gpt-5.1-2025-11-13
2026-04-29T12:57:45,naive_rag,1815243_C5 ....pdf,main,14166,254,14420,gpt-5.1-2025-11-13
2026-04-29T12:57:55,naive_rag,1SFC132089M0201_PSTX_Internal_Modbus_RTU.pdf,main,13091,254,13345,gpt-5.1-2025-11-13
2026-04-29T12:58:05,naive_rag,20231204_Userguide_ModbusRTU_EN.pdf ...pdf,main,13929,255,14184,gpt-5.1-2025-11-13
2026-04-29T12:58:15,naive_rag,3S_RH_AT_PS_User_Manual ...pdf,main,13626,260,13886,gpt-5.1-2025-11-13
2026-04-29T12:58:24,naive_rag,4104_mcm_100.pdf ...pdf,main,14367,251,14618,gpt-5.1-2025-11-13
2026-04-29T12:58:34,naive_rag,7500f_man_3.pdf,main,13244,251,13495,gpt-5.1-2025-11-13
2026-04-29T12:58:44,naive_rag,9202_mcm_100.pdf,main,14334,251,14585,gpt-5.1-2025-11-13
2026-04-29T12:58:54,naive_rag,9203_mcm_101.pdf,main,14535,254,14789,gpt-5.1-2025-11-13
2026-04-29T12:59:04,naive_rag,ABB_Terra_AC_Charger_ModbusCommunication_v1.7.pdf,main,12547,254,12801,gpt-5.1-2025-11-13
2026-04-29T12:59:14,naive_rag,APM-MAX-Modbus-Communications.pdf,main,11184,255,11439,gpt-5.1-2025-11-13
2026-04-29T12:59:24,naive_rag,Application_Note_Optidrive_E3_Modbus_register_map.pdf,main,14619,254,14873,gpt-5.1-2025-11-13
2026-04-29T12:59:35,naive_rag,a_emcion_homecontroller_modbus_lookup_table_en ....pdf,main,14391,257,14648,gpt-5.1-2025-11-13
2026-04-29T12:59:46,naive_rag,a_si370010--_en.pdf     .pdf,main,13827,257,14084,gpt-5.1-2025-11-13
2026-04-29T12:59:59,naive_rag,CMS Manual_web ...pdf,main,13602,253,13855,gpt-5.1-2025-11-13
2026-04-29T13:00:10,naive_rag,Communication-Protocol-Modbus-EMS-96-IM166-U-v0.4-eng.pdf,main,17874,257,18131,gpt-5.1-2025-11-13
2026-04-29T13:00:20,naive_rag,EM330_EM340_ET330_ET340_CP.pdf,main,14113,252,14365,gpt-5.1-2025-11-13
2026-04-29T13:00:30,naive_rag,EN_FANOXTD_MANU_SIA_MODBUS_SIAB-STANDARD-CT_R008.pdf,main,13461,255,13716,gpt-5.1-2025-11-13
2026-04-29T13:00:40,naive_rag,ifu-9033781en-us-en-us ....pdf,main,13036,257,13293,gpt-5.1-2025-11-13
2026-04-29T13:00:51,naive_rag,IG_EF-N1000-T ...pdf,main,13718,254,13972,gpt-5.1-2025-11-13
2026-04-29T13:01:02,naive_rag,IM_C250-MOD_3 ....pdf,main,12726,258,12984,gpt-5.1-2025-11-13
2026-04-29T13:01:13,naive_rag,Instruction_Manual_VA_5xx_Modbus_RTU_Slave_Installation.pdf,main,14195,259,14454,gpt-5.1-2025-11-13
2026-04-29T13:01:23,naive_rag,IRMAX-Modbus-Manual-GLC-028X-Public-Issue-6.pdf,main,12927,251,13178,gpt-5.1-2025-11-13
2026-04-29T13:01:34,naive_rag,janitza-mal-umg96rme-en.pdf,main,14105,260,14365,gpt-5.1-2025-11-13
2026-04-29T13:01:45,naive_rag,LV_Podrecznik_PAC2200_EN_2017.pdf,main,14053,256,14309,gpt-5.1-2025-11-13
2026-04-29T13:01:56,naive_rag,magx1-modbus-manual-eng ....pdf,main,13562,253,13815,gpt-5.1-2025-11-13
2026-04-29T13:02:06,naive_rag,magx2-modbus-manual-eng.pdf,main,13796,251,14047,gpt-5.1-2025-11-13
2026-04-29T13:02:16,naive_rag,MAMODBUS-SU-EU-EN ....pdf,main,13610,251,13861,gpt-5.1-2025-11-13
2026-04-29T13:02:27,naive_rag,man--thermoMETER-ct-ctlaser-modbus-rtu-commands--en.pdf,main,13894,257,14151,gpt-5.1-2025-11-13
2026-04-29T13:02:37,naive_rag,manual-rht-climate-wm-dm-transmitter-v14x-b-en.pdf,main,14177,259,14436,gpt-5.1-2025-11-13
2026-04-29T13:02:47,naive_rag,MAN_24_4956731.pdf,main,13938,254,14192,gpt-5.1-2025-11-13
2026-04-29T13:02:57,naive_rag,mg10p222.pdf,main,13183,256,13439,gpt-5.1-2025-11-13
2026-04-29T13:03:07,naive_rag,mi00485-5-en ...pdf,main,12332,254,12586,gpt-5.1-2025-11-13
2026-04-29T13:03:18,naive_rag,MN040018_EN.pdf,main,14553,251,14804,gpt-5.1-2025-11-13
2026-04-29T13:03:29,naive_rag,Modbus-RTU-ELR-3BN-IM190.5-U-M-v1.2.pdf     .pdf,main,14782,258,15040,gpt-5.1-2025-11-13
2026-04-29T13:03:39,naive_rag,Modbus-RTU-Manual.2022.pdf,main,14930,250,15180,gpt-5.1-2025-11-13
2026-04-29T13:03:48,naive_rag,ModbusManual_920-0072E ....pdf,main,13671,256,13927,gpt-5.1-2025-11-13
2026-04-29T13:03:58,naive_rag,modbusprotokollkostalsmartenergymeter ....pdf,main,13623,258,13881,gpt-5.1-2025-11-13
2026-04-29T13:04:09,naive_rag,Modbus_RTU_register_map_for_TRIO-20.0(27.6)-TL-OUTD_Revision_1.6 .....pdf,main,14081,267,14348,gpt-5.1-2025-11-13
2026-04-29T13:04:20,naive_rag,PM5100.pdf,main,12114,261,12375,gpt-5.1-2025-11-13
2026-04-29T13:04:31,naive_rag,PM5300 User Manual.pdf,main,12358,254,12612,gpt-5.1-2025-11-13
2026-04-29T13:04:43,naive_rag,pmt-hps-51-52-25-66rt ....pdf,main,13408,253,13661,gpt-5.1-2025-11-13
2026-04-29T13:04:52,naive_rag,rtvs1-35l22-modbus-registerlista ....pdf,main,14189,253,14442,gpt-5.1-2025-11-13
2026-04-29T13:05:06,naive_rag,S111_Modbus-register-table_EN_V2025-2.pdf ...pdf,main,13193,252,13445,gpt-5.1-2025-11-13
2026-04-29T13:05:16,naive_rag,s5gbm_modbus-installation-kep-x.pdf,main,14470,253,14723,gpt-5.1-2025-11-13
2026-04-29T13:05:26,naive_rag,S6+Standard+MODBUS-RTU+Communication+Module++User+Manual ....pdf,main,13851,251,14102,gpt-5.1-2025-11-13
2026-04-29T13:05:39,naive_rag,Schneider-Electric_Acti9-iEM3000-Energy-Meters_A9MEM3355-User-Manual.pdf,main,14975,260,15235,gpt-5.1-2025-11-13
2026-04-29T13:05:49,naive_rag,SDM120-MODBUS_Protocol.pdf,main,13193,253,13446,gpt-5.1-2025-11-13
2026-04-29T13:06:08,naive_rag,sdm230-modbus.pdf,main,12627,255,12882,gpt-5.1-2025-11-13
2026-04-29T13:06:18,naive_rag,SDM630_MODBUS_Protocol.pdf,main,12938,255,13193,gpt-5.1-2025-11-13
2026-04-29T13:06:29,naive_rag,silverc-modbus-other-en.pdf,main,16002,254,16256,gpt-5.1-2025-11-13
2026-04-29T13:06:38,naive_rag,Sonic-Driver-MODBUS-WALL-UFM-RTU-Protocol-010724 ....pdf,main,13792,260,14052,gpt-5.1-2025-11-13
2026-05-05T08:12:18,modular_rag,1815243_C5 ....pdf,comm,12748,54,12802,gpt-5.1-2025-11-13
2026-05-05T08:12:21,modular_rag,1815243_C5 ....pdf,transaction,16418,209,16627,gpt-5.1-2025-11-13
2026-05-05T08:12:31,modular_rag,1SFC132089M0201_PSTX_Internal_Modbus_RTU.pdf,comm,9575,54,9629,gpt-5.1-2025-11-13
2026-05-05T08:12:35,modular_rag,1SFC132089M0201_PSTX_Internal_Modbus_RTU.pdf,transaction,14993,208,15201,gpt-5.1-2025-11-13
2026-05-05T08:12:46,modular_rag,20231204_Userguide_ModbusRTU_EN.pdf ...pdf,comm,11702,51,11753,gpt-5.1-2025-11-13
2026-05-05T08:12:49,modular_rag,20231204_Userguide_ModbusRTU_EN.pdf ...pdf,transaction,15823,212,16035,gpt-5.1-2025-11-13
2026-05-05T08:12:58,modular_rag,3S_RH_AT_PS_User_Manual ...pdf,comm,9620,51,9671,gpt-5.1-2025-11-13
2026-05-05T08:13:03,modular_rag,3S_RH_AT_PS_User_Manual ...pdf,transaction,13881,217,14098,gpt-5.1-2025-11-13
2026-05-05T08:13:12,modular_rag,4104_mcm_100.pdf ...pdf,comm,9889,52,9941,gpt-5.1-2025-11-13
2026-05-05T08:13:15,modular_rag,4104_mcm_100.pdf ...pdf,transaction,18364,208,18572,gpt-5.1-2025-11-13
2026-05-05T08:13:24,modular_rag,7500f_man_3.pdf,comm,11004,51,11055,gpt-5.1-2025-11-13
2026-05-05T08:13:28,modular_rag,7500f_man_3.pdf,transaction,15007,208,15215,gpt-5.1-2025-11-13
2026-05-05T08:13:37,modular_rag,9202_mcm_100.pdf,comm,11974,52,12026,gpt-5.1-2025-11-13
2026-05-05T08:13:40,modular_rag,9202_mcm_100.pdf,transaction,16807,207,17014,gpt-5.1-2025-11-13
2026-05-05T08:13:49,modular_rag,9203_mcm_101.pdf,comm,11337,52,11389,gpt-5.1-2025-11-13
2026-05-05T08:13:54,modular_rag,9203_mcm_101.pdf,transaction,16981,210,17191,gpt-5.1-2025-11-13
2026-05-05T08:14:03,modular_rag,ABB_Terra_AC_Charger_ModbusCommunication_v1.7.pdf,comm,9748,51,9799,gpt-5.1-2025-11-13
2026-05-05T08:14:06,modular_rag,ABB_Terra_AC_Charger_ModbusCommunication_v1.7.pdf,transaction,14248,211,14459,gpt-5.1-2025-11-13
2026-05-05T08:14:14,modular_rag,APM-MAX-Modbus-Communications.pdf,comm,5522,53,5575,gpt-5.1-2025-11-13
2026-05-05T08:14:17,modular_rag,APM-MAX-Modbus-Communications.pdf,transaction,9451,210,9661,gpt-5.1-2025-11-13
2026-05-05T08:14:26,modular_rag,Application_Note_Optidrive_E3_Modbus_register_map.pdf,comm,11182,51,11233,gpt-5.1-2025-11-13
2026-05-05T08:14:29,modular_rag,Application_Note_Optidrive_E3_Modbus_register_map.pdf,transaction,16496,211,16707,gpt-5.1-2025-11-13
2026-05-05T08:14:38,modular_rag,a_emcion_homecontroller_modbus_lookup_table_en ....pdf,comm,8239,52,8291,gpt-5.1-2025-11-13
2026-05-05T08:14:41,modular_rag,a_emcion_homecontroller_modbus_lookup_table_en ....pdf,transaction,11765,213,11978,gpt-5.1-2025-11-13
2026-05-05T08:14:50,modular_rag,a_si370010--_en.pdf     .pdf,comm,13351,54,13405,gpt-5.1-2025-11-13
2026-05-05T08:14:54,modular_rag,a_si370010--_en.pdf     .pdf,transaction,17075,212,17287,gpt-5.1-2025-11-13
2026-05-05T08:15:03,modular_rag,CMS Manual_web ...pdf,comm,11099,52,11151,gpt-5.1-2025-11-13
2026-05-05T08:15:07,modular_rag,CMS Manual_web ...pdf,transaction,15730,215,15945,gpt-5.1-2025-11-13
2026-05-05T08:15:16,modular_rag,Communication-Protocol-Modbus-EMS-96-IM166-U-v0.4-eng.pdf,comm,17370,53,17423,gpt-5.1-2025-11-13
2026-05-05T08:15:19,modular_rag,Communication-Protocol-Modbus-EMS-96-IM166-U-v0.4-eng.pdf,transaction,21251,212,21463,gpt-5.1-2025-11-13
2026-05-05T08:15:28,modular_rag,EM330_EM340_ET330_ET340_CP.pdf,comm,11437,52,11489,gpt-5.1-2025-11-13
2026-05-05T08:15:32,modular_rag,EM330_EM340_ET330_ET340_CP.pdf,transaction,15993,208,16201,gpt-5.1-2025-11-13
2026-05-05T08:15:42,modular_rag,EN_FANOXTD_MANU_SIA_MODBUS_SIAB-STANDARD-CT_R008.pdf,comm,10799,51,10850,gpt-5.1-2025-11-13
2026-05-05T08:15:45,modular_rag,EN_FANOXTD_MANU_SIA_MODBUS_SIAB-STANDARD-CT_R008.pdf,transaction,15615,209,15824,gpt-5.1-2025-11-13
2026-05-05T08:15:54,modular_rag,ifu-9033781en-us-en-us ....pdf,comm,11687,52,11739,gpt-5.1-2025-11-13
2026-05-05T08:15:57,modular_rag,ifu-9033781en-us-en-us ....pdf,transaction,15527,212,15739,gpt-5.1-2025-11-13
